,Unnamed: 0,permutations,route,distances
654,654,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",CONC -> PLZA,24.975
655,655,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",CONC -> EMBR,38.083
656,656,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",CONC -> FRMT,46.568999999999996
657,657,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",CONC -> FTVL,28.002
658,658,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",CONC -> GLEN,44.534
659,659,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",CONC -> HAYW,34.224000000000004
660,660,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",CONC -> LAFY,12.279000000000002
661,661,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",CONC -> LAKE,28.586
662,662,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",CONC -> MCAR,26.386
663,663,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",CONC -> MLBR,52.136
664,664,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",CONC -> MLPT,63.891000000000005
665,665,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",CONC -> MONT,38.59
666,666,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",CONC -> NBRK,24.944000000000003
667,667,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",CONC -> NCON,3.302
668,668,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",CONC -> OAKL,33.166
669,669,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",CONC -> ORIN,17.241
670,670,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",CONC -> PITT,8.917
671,671,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",CONC -> PCTR,13.16
672,672,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",CONC -> PHIL,5.566
673,673,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",CONC -> POWL,39.397
674,674,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",CONC -> RICH,28.734
675,675,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",CONC -> ROCK,24.237
676,676,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",CONC -> SBRN,50.582
677,677,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",CONC -> SFIA,51.06399999999999
678,678,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",CONC -> SANL,30.326999999999998
679,679,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",CONC -> SHAY,37.858000000000004
680,680,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",CONC -> SSAN,50.178999999999995
681,681,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",CONC -> UCTY,42.66
682,682,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",CONC -> WCRK,8.31
683,683,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",CONC -> WARM,53.086000000000006
684,684,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",CONC -> WDUB,31.761999999999997
685,685,"(array(['CONC', '37.973737', '-122.029095'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",CONC -> WOAK,29.994
686,686,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",DALY -> 12TH,20.511
687,687,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",DALY -> 16TH,7.871
688,688,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",DALY -> 19TH,20.996
689,689,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",DALY -> 24TH,6.836
690,690,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",DALY -> ANTC,68.564
691,691,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",DALY -> ASHB,23.941999999999997
692,692,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",DALY -> BALB,2.5639999999999996
693,693,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",DALY -> BAYF,30.19
694,694,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",DALY -> BERY,64.542
695,695,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",DALY -> CAST,34.7
696,696,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",DALY -> CIVC,9.516
697,697,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",DALY -> COLS,24.544
698,698,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",DALY -> COLM,2.405
699,699,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",DALY -> CONC,48.821999999999996
700,700,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['DBRK', '37.870104', '-122.268133'], dtype=object))",DALY -> DBRK,25.410999999999998
701,701,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",DALY -> DUBL,50.196000000000005
702,702,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",DALY -> DELN,27.811999999999998
703,703,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",DALY -> PLZA,26.506
704,704,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",DALY -> EMBR,11.554
705,705,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",DALY -> FRMT,46.463
706,706,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",DALY -> FTVL,22.875999999999998
707,707,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",DALY -> GLEN,4.317
708,708,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",DALY -> HAYW,33.9
709,709,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",DALY -> LAFY,36.763000000000005
710,710,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",DALY -> LAKE,20.603
711,711,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",DALY -> MCAR,22.436999999999998
712,712,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",DALY -> MLBR,13.84
713,713,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",DALY -> MLPT,60.715
714,714,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",DALY -> MONT,11.036
715,715,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",DALY -> NBRK,24.816
716,716,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",DALY -> NCON,51.181000000000004
717,717,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",DALY -> OAKL,22.636999999999997
718,718,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",DALY -> ORIN,31.583000000000002
719,719,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",DALY -> PITT,57.729
720,720,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",DALY -> PCTR,61.58
721,721,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",DALY -> PHIL,43.956
722,722,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",DALY -> POWL,10.247
723,723,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",DALY -> RICH,27.636
724,724,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['ROCK', '37.844702', '-122.251371'], dtype=object))",DALY -> ROCK,24.596
725,725,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['SBRN', '37.637761', '-122.416287'], dtype=object))",DALY -> SBRN,8.919
726,726,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['SFIA', '37.615966', '-122.392409'], dtype=object))",DALY -> SFIA,12.099
727,727,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['SANL', '37.721947', '-122.160844'], dtype=object))",DALY -> SANL,27.201
728,728,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['SHAY', '37.634375', '-122.057189'], dtype=object))",DALY -> SHAY,37.162
729,729,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['SSAN', '37.664245', '-122.443960'], dtype=object))",DALY -> SSAN,5.16
730,730,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['UCTY', '37.590630', '-122.017388'], dtype=object))",DALY -> UCTY,41.836000000000006
731,731,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['WCRK', '37.905522', '-122.067527'], dtype=object))",DALY -> WCRK,41.714
732,732,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['WARM', '37.502171', '-121.939313'], dtype=object))",DALY -> WARM,51.946000000000005
733,733,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['WDUB', '37.699756', '-121.928240'], dtype=object))",DALY -> WDUB,47.64
734,734,"(array(['DALY', '37.706121', '-122.469081'], dtype=object), array(['WOAK', '37.804872', '-122.295140'], dtype=object))",DALY -> WOAK,18.847
735,735,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['12TH', '37.803768', '-122.271450'], dtype=object))",DBRK -> 12TH,7.39
736,736,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['16TH', '37.765062', '-122.419694'], dtype=object))",DBRK -> 16TH,17.73
737,737,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['19TH', '37.808350', '-122.268602'], dtype=object))",DBRK -> 19TH,6.875
738,738,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['24TH', '37.752470', '-122.418143'], dtype=object))",DBRK -> 24TH,18.588
739,739,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['ANTC', '37.995388', '-121.780420'], dtype=object))",DBRK -> ANTC,45.036
740,740,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['ASHB', '37.852803', '-122.270062'], dtype=object))",DBRK -> ASHB,1.933
741,741,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['BALB', '37.721585', '-122.447506'], dtype=object))",DBRK -> BALB,22.854
742,742,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['BAYF', '37.696924', '-122.126514'], dtype=object))",DBRK -> BAYF,22.954
743,743,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['BERY', '37.368473', '-121.874681'], dtype=object))",DBRK -> BERY,65.74
744,744,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['CAST', '37.690746', '-122.075602'], dtype=object))",DBRK -> CAST,26.184
745,745,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['CIVC', '37.779732', '-122.414123'], dtype=object))",DBRK -> CIVC,16.309
746,746,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['COLS', '37.753661', '-122.196869'], dtype=object))",DBRK -> COLS,14.398
747,747,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['COLM', '37.684638', '-122.466233'], dtype=object))",DBRK -> COLM,27.02
748,748,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['CONC', '37.973737', '-122.029095'], dtype=object))",DBRK -> CONC,23.951999999999998
749,749,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['DALY', '37.706121', '-122.469081'], dtype=object))",DBRK -> DALY,25.410999999999998
750,750,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['DUBL', '37.701687', '-121.899179'], dtype=object))",DBRK -> DUBL,37.485
751,751,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['DELN', '37.925086', '-122.316794'], dtype=object))",DBRK -> DELN,7.465
752,752,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['PLZA', '37.902632', '-122.298904'], dtype=object))",DBRK -> PLZA,4.519
753,753,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['EMBR', '37.792874', '-122.397020'], dtype=object))",DBRK -> EMBR,14.224
754,754,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['FRMT', '37.557465', '-121.976608'], dtype=object))",DBRK -> FRMT,43.247
755,755,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['FTVL', '37.774836', '-122.224175'], dtype=object))",DBRK -> FTVL,11.288
756,756,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['GLEN', '37.733064', '-122.433817'], dtype=object))",DBRK -> GLEN,21.096999999999998
757,757,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['HAYW', '37.669723', '-122.087018'], dtype=object))",DBRK -> HAYW,27.415
758,758,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['LAFY', '37.893176', '-122.124630'], dtype=object))",DBRK -> LAFY,12.867
759,759,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['LAKE', '37.797027', '-122.265180'], dtype=object))",DBRK -> LAKE,8.139
760,760,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['MCAR', '37.829065', '-122.267040'], dtype=object))",DBRK -> MCAR,4.569
761,761,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['MLBR', '37.600271', '-122.386702'], dtype=object))",DBRK -> MLBR,31.8
762,762,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['MLPT', '37.410277', '-121.891081'], dtype=object))",DBRK -> MLPT,61.032
763,763,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['MONT', '37.789405', '-122.401066'], dtype=object))",DBRK -> MONT,14.741
764,764,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['NBRK', '37.873967', '-122.283440'], dtype=object))",DBRK -> NBRK,1.412
765,765,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['NCON', '38.003193', '-122.024653'], dtype=object))",DBRK -> NCON,26.009
766,766,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['OAKL', '37.713238', '-122.212191'], dtype=object))",DBRK -> OAKL,18.142
767,767,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['ORIN', '37.878361', '-122.183791'], dtype=object))",DBRK -> ORIN,7.468
768,768,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['PITT', '38.018914', '-121.945154'], dtype=object))",DBRK -> PITT,32.838
769,769,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['PCTR', '38.016941', '-121.889457'], dtype=object))",DBRK -> PCTR,37.045
770,770,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['PHIL', '37.928468', '-122.056012'], dtype=object))",DBRK -> PHIL,19.733
771,771,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['POWL', '37.784471', '-122.407974'], dtype=object))",DBRK -> POWL,15.558
772,772,"(array(['DBRK', '37.870104', '-122.268133'], dtype=object), array(['RICH', '37.936853', '-122.353099'], dtype=object))",DBRK -> RICH,10.530999999999999
